Dress_ID	Style	Price	Rating	Size	Season	NeckLine	SleeveLength	waiseline	Material	FabricType	Decoration	Pattern Type	Recommendation
622667306	party	very-high	4.9	M	Spring	Sweetheart	sleevless	natural	silk	chiffon	beading	NaN	1
809344968	party	Medium	4.8	S	Spring	v-neck	sleevless	empire	NaN	NaN	NaN	NaN	1
754138176	party	very-high	4.2	L	Winter	v-neck	sleevless	NaN	NaN	NaN	lace	NaN	1
674192921	Casual	Low	4.4	free	Summer	o-neck	sleevless	NaN	NaN	NaN	NaN	NaN	1
726446177	party	very-high	4.1	M	Winter	Scoop	short	natural	cotton	lace	applique	NaN	1
1193747589	party	very-high	0.0	M	Winter	o-neck	full	natural	NaN	NaN	feathers	NaN	1
676827184	Casual	high	4.6	M	Summer	Sweetheart	sleevless	empire	NaN	NaN	beading	NaN	1
619996560	party	Average	4.7	free	Winter	o-neck	sleevless	NaN	polyster	NaN	NaN	NaN	0
618420156	party	very-high	4.7	L	Winter	slash-neck	sleevless	empire	viscos	chiffon	beading	NaN	1
689486739	party	very-high	4.5	M	Spring	v-neck	cap-sleeves	NaN	NaN	NaN	lace	NaN	1
751364614	party	Average	4.7	free	Spring	Sweetheart	sleevless	empire	rayon	chiffon	beading	solid	1
825341937	party	high	4.8	M	Summer	Sweetheart	sleevless	princess	NaN	sattin	NaN	NaN	1
736813752	party	high	4.6	M	Summer	slash-neck	sleevless	natural	NaN	chiffon	NaN	NaN	1
636178374	party	Medium	4.7	M	Winter	o-neck	sleevless	empire	cotton	chiffon	button	NaN	1
743485617	cute	Average	4.4	free	Spring	Sweetheart	sleevless	empire	spandex	tulle	ruched	solid	1
933951149	party	Average	5.0	M	Spring	o-neck	sleevless	NaN	NaN	NaN	NaN	NaN	1
684561284	party	very-high	4.8	free	Spring	Sweetheart	sleevless	natural	polyster	chiffon	beading	NaN	1
616295248	party	Medium	4.8	M	Spring	o-neck	sleevless	natural	silk	chiffon	crystal	NaN	1
736076633	party	very-high	4.9	L	Spring	slash-neck	sleevless	NaN	NaN	chiffon	flowers	NaN	1
1108073621	party	Medium	0.0	free	Winter	v-neck	short	empire	NaN	chiffon	lace	NaN	1
1053002876	work	Average	5.0	free	Winter	o-neck	half	NaN	microfiber	NaN	NaN	NaN	0
444282011	party	very-high	4.9	M	Spring	v-neck	sleevless	empire	NaN	sattin	beading	NaN	1
949336768	Casual	high	5.0	free	Summer	v-neck	sleevless	natural	nylon	NaN	NaN	NaN	1
961972778	Casual	very-high	0.0	small	Spring	o-neck	full	NaN	NaN	chiffon	applique	NaN	0
893088817	Casual	Medium	4.7	M	Spring	o-neck	sleevless	natural	cotton	NaN	bow	NaN	1
952724683	party	Average	0.0	M	Spring	v-neck	sleevless	natural	NaN	NaN	NaN	NaN	1
855037000	Casual	Average	4.4	free	Summer	slash-neck	sleevless	empire	cotton	NaN	NaN	NaN	1
660016574	Casual	very-high	4.6	M	winter	o-neck	short	natural	NaN	NaN	flowers	NaN	1
738079582	Casual	Low	4.4	free	winter	halter	sleevless	natural	NaN	NaN	draped	NaN	1
861001391	party	high	4.5	M	winter	o-neck	sleevless	NaN	NaN	NaN	NaN	NaN	1
1099696103	Casual	Average	4.8	free	Summer	o-neck	sleevless	natural	NaN	NaN	NaN	NaN	0
1044288976	Sexy	Average	5.0	M	Summer	o-neck	sleeveless	natural	polyster	broadcloth	rivet	NaN	0
890848361	vintage	Average	4.9	free	Summer	o-neck	urndowncollor	empire	NaN	NaN	NaN	NaN	0
929503394	vintage	Average	4.7	S	Summer	turndowncollor	short	empire	cotton	NaN	NaN	NaN	0
1015249105	work	Average	4.9	M	Summer	sqare-collor	halfsleeve	empire	polyster	sattin	sashes	NaN	0
707537639	Casual	low	4.7	L	Spring	o-neck	short	natural	chiffonfabric	chiffon	NaN	NaN	0
702984554	Casual	Average	4.8	L	Automn	o-neck	short	natural	cashmere	NaN	NaN	NaN	0
896048351	Sexy	low	4.7	free	Spring	v-neck	sleeveless	NaN	NaN	NaN	sequined	NaN	1
1023830972	Casual	Average	0.0	S	Winter	slash-neck	halfsleeve	natural	nylon	broadcloth	NaN	NaN	0
959052557	Casual	Average	4.2	S	Winter	v-neck	sleevless	empire	other	chiffon	hollowout	patchwork	0
1246945687	Novelty	Average	0.0	free	Summer	o-neck	full	natural	cotton	sattin	hollowout	solid	0
510519284	Casual	Low	4.3	free	Summer	backless	sleevless	empire	chiffonfabric	chiffon	crystal	NaN	0
1079958917	Casual	Average	3.7	M	Summer	boat-neck	sleevless	natural	linen	NaN	NaN	NaN	0
1024325244	Casual	Average	5.0	free	winter	o-neck	sleevless	natural	polyster	broadcloth	lace	NaN	1
841203385	Sexy	low	5.0	free	Spring	v-neck	sleevless	empire	NaN	chiffon	NaN	NaN	0
1104504876	cute	Low	0.0	free	Winter	o-neck	sleevless	natural	NaN	chiffon	NaN	NaN	0
1010356223	vintage	Average	4.8	M	Summer	v-neck	full	natural	rayon	poplin	NaN	NaN	1
1031230798	bohemian	Average	4.8	L	Winter	o-neck	sleevless	natural	polyster	chiffon	NaN	solid	0
908989488	bohemian	Average	0.0	free	Spring	o-neck	sleevless	natural	rayon	chiffon	NaN	striped	1
822081627	Sexy	Average	4.5	M	Summer	bowneck	sleevless	NaN	cotton	chiffon	NaN	solid	0
1116072373	Novelty	Medium	4.2	M	Winter	o-neck	halfsleeve	natural	polyster	chiffon	hollowout	animal	1
856139963	Casual	Low	5.0	free	Spring	v-neck	full	natural	cotton	NaN	NaN	solid	1
1032982013	Casual	Average	5.0	L	Winter	o-neck	thressqatar	natural	polyster	NaN	applique	solid	0
879756967	Casual	Low	4.8	M	Winter	v-neck	sleevless	natural	polyster	NaN	NaN	print	0
912614690	bohemian	Low	5.0	free	Spring	o-neck	short	natural	nylon	jersey	sashes	print	1
1072784739	Casual	low	5.0	free	Spring	bowneck	sleevless	natural	silk	chiffon	applique	print	0
945651303	Casual	Low	5.0	M	Spring	o-neck	sleeevless	natural	chiffonfabric	chiffon	NaN	solid	1
858212832	cute	Average	4.3	M	Summer	NaN	NaN	natural	cotton	chiffon	NaN	solid	0
1219677488	Novelty	Average	0.0	free	winter	o-neck	short	natural	polyster	broadcloth	lace	NaN	1
886501087	cute	low	0.0	L	Spring	o-neck	sleevless	empire	NaN	NaN	NaN	NaN	1
944264938	Sexy	Low	4.8	free	Spring	slash-neck	sleevless	natural	cotton	broadcloth	sequined	solid	0
918722829	Sexy	Low	4.8	free	Summer	slash-neck	sleevless	empire	silk	NaN	lace	solid	0
750670078	Casual	Low	4.4	M	Winter	o-neck	sleevless	natural	polyster	NaN	NaN	solid	0
1028061165	Casual	Average	4.5	M	Winter	o-neck	sleevless	natural	polyster	chiffon	ruched	striped	0
699738864	Casual	Low	4.7	S	Summer	o-neck	full	natural	cotton	NaN	NaN	patchwork	0
905732124	Casual	low	4.4	free	Spring	o-neck	sleevless	natural	polyster	NaN	sashes	print	0
961230947	work	Average	4.9	M	Winter	slash-neck	short	natural	polyster	broadcloth	ruffles	solid	0
849947393	cute	Medium	4.6	free	Spring	o-neck	short	natural	chiffonfabric	NaN	hollowout	solid	1
857432541	Casual	Low	4.7	free	Spring	o-neck	halfsleeve	natural	silk	chiffon	sashes	print	0
1088674674	Casual	Low	4.7	M	Winter	o-neck	full	empire	polyster	chiffon	NaN	print	1
939250541	Casual	Average	4.8	M	Spring	o-neck	sleevless	natural	cotton	chiffon	hollowout	print	0
876708804	Sexy	Low	4.8	L	Summer	o-neck	sleevless	natural	cotton	NaN	NaN	solid	1
1032990258	Casual	Average	4.3	M	Spring	o-neck	halfsleeve	NaN	NaN	NaN	NaN	NaN	1
880692544	Casual	Average	4.7	XL	winter	v-neck	short	empire	milksilk	NaN	NaN	print	0
958270190	Casual	Low	0.0	L	winter	v-neck	full	NaN	NaN	NaN	NaN	solid	0
732757918	Sexy	Average	4.7	M	Automn	slash-neck	sleevless	natural	nylon	NaN	rivet	solid	0
898646576	Casual	Low	4.7	free	winter	o-neck	sleevless	natural	NaN	NaN	NaN	NaN	1
950048509	Casual	high	0.0	L	winter	v-neck	full	NaN	polyster	NaN	NaN	solid	0
754316257	Casual	Low	4.7	L	Summer	o-neck	sleevless	natural	silk	worsted	lace	patchwork	0
598523814	Casual	Average	4.7	free	Summer	v-neck	full	natural	cotton	NaN	sashes	solid	0
774130360	Casual	Average	0.0	free	Winter	v-neck	full	NaN	cashmere	NaN	NaN	solid	1
555727400	Casual	low	4.7	free	Summer	o-neck	capsleeves	natural	chiffonfabric	chiffon	NaN	print	1
537463111	Casual	Average	4.7	M	Summer	o-neck	thressqatar	NaN	chiffonfabric	chiffon	ruched	solid	0
933864550	Sexy	low	4.5	free	Summer	slash-neck	sleevless	NaN	polyster	Corduroy	NaN	NaN	0
944930838	vintage	low	4.0	free	Summer	turndowncollor	short	natural	cotton	wollen	hollowout	solid	0
901346821	Sexy	low	4.7	free	Summer	v-neck	sleevless	NaN	NaN	NaN	NaN	NaN	0
818295153	bohemian	low	5.0	free	Summer	o-neck	sleevless	empire	cotton	broadcloth	tassel	print	1
733134203	Casual	low	4.7	S	Winter	o-neck	sleeevless	natural	knitting	NaN	lace	solid	0
943414146	Sexy	Average	4.5	S	Winter	v-neck	sleevless	NaN	polyster	NaN	NaN	NaN	0
709353440	cute	Average	4.7	M	Summer	o-neck	sleevless	natural	chiffonfabric	NaN	sashes	splice	0
1190383536	vintage	Low	0.0	free	Summer	o-neck	sleevless	natural	cotton	batik	NaN	print	1
869138763	Casual	Average	4.1	L	winter	o-neck	sleevless	natural	polyster	NaN	NaN	NaN	1
977173764	Casual	Average	4.2	M	winter	v-neck	full	empire	polyster	NaN	lace	patchwork	1
918331326	Brief	Average	4.8	free	winter	v-neck	halfsleeve	natural	polyster	broadcloth	NaN	solid	0
733715437	Brief	Average	4.9	free	Winter	o-neck	sleevless	natural	NaN	NaN	NaN	solid	0
955679920	Sexy	Average	4.8	S	Winter	v-neck	sleevless	empire	polyster	chiffon	lace	solid	0
862814652	Casual	Average	4.7	L	Winter	o-neck	sleevless	natural	polyster	chiffon	NaN	patchwork	0
799301728	vintage	Average	4.7	M	Summer	v-neck	short	natural	rayon	NaN	beading	print	0
1039384371	Casual	Average	4.8	free	Summer	o-neck	sleevless	natural	cotton	chiffon	sashes	solid	0
746518490	Sexy	Low	4.7	M	Winter	v-neck	sleevless	natural	polyster	NaN	NaN	striped	0
720665176	Casual	Average	5.0	s	Spring	turndowncollor	full	empire	cotton	worsted	NaN	solid	0
1001750851	Casual	Low	1.0	M	Spring	o-neck	halfsleeve	NaN	NaN	chiffon	NaN	NaN	0
882975367	Sexy	Average	4.1	free	Summer	v-neck	sleevless	natural	cotton	NaN	lace	NaN	1
1069577979	Casual	Low	4.0	free	Summer	v-neck	sleevless	natural	cotton	broadcloth	hollowout	print	0
1079373429	work	Average	4.7	M	Spring	v-neck	sleevless	NaN	NaN	NaN	NaN	NaN	1
711704151	cute	Average	4.6	free	Spring	v-neck	full	natural	cotton	chiffon	NaN	solid	1
876761815	Casual	Low	5.0	M	Spring	o-neck	sleevless	natural	spandex	jersey	NaN	print	0
1062354779	Casual	Average	4.7	M	Automn	v-neck	sleevless	natural	NaN	chiffon	NaN	striped	1
727676110	Casual	low	4.6	free	winter	o-neck	full	natural	polyster	NaN	applique	solid	0
845853510	Casual	Average	4.5	L	Summer	o-neck	short	natural	cotton	jersey	pockets	solid	0
832090686	cute	Average	4.6	M	Automn	o-neck	thressqatar	natural	silk	chiffon	sashes	print	0
839305476	Casual	Low	4.6	free	Automn	o-neck	halfsleeve	natural	chiffonfabric	chiffon	NaN	leapord	1
855418066	Casual	Low	4.7	L	Summer	NaN	sleevless	NaN	cotton	NaN	NaN	solid	1
1211480431	Sexy	Low	0.0	L	Summer	o-neck	sleevless	empire	sill	NaN	NaN	striped	0
946741571	bohemian	Average	4.0	free	Winter	o-neck	sleevless	natural	polyster	chiffon	ruffles	striped	0
724177834	Casual	low	4.7	free	Summer	o-neck	full	natural	cotton	NaN	NaN	solid	1
975877364	work	Average	0.0	M	Summer	v-neck	sleevless	natural	cotton	worsted	NaN	solid	1
851697194	bohemian	Average	4.1	free	Summer	o-neck	thressqatar	NaN	NaN	NaN	hollowout	NaN	0
1108356000	Casual	Average	0.0	M	Spring	o-neck	halfsleeve	natural	NaN	NaN	lace	NaN	0
871219565	Brief	Low	4.6	M	Summer	o-neck	short	natural	cotton	NaN	NaN	animal	0
1250787559	cute	Low	0.0	free	Spring	v-neck	sleevless	empire	chiffonfabric	chiffon	NaN	NaN	1
942245416	Casual	Average	5.0	M	Spring	o-neck	thressqatar	NaN	spandex	NaN	NaN	NaN	0
900108476	Casual	Low	5.0	free	winter	o-neck	full	natural	wool	NaN	applique	solid	0
1019672746	vintage	Average	4.5	L	winter	o-neck	short	empire	NaN	NaN	sequined	patchwork	1
783980024	Casual	Average	4.5	free	Summer	o-neck	short	natural	polyster	NaN	NaN	solid	0
970655043	bohemian	Low	4.4	L	Summer	bowneck	short	natural	cotton	NaN	NaN	dot	0
1139064593	Casual	high	0.0	L	winter	v-neck	thressqatar	natural	polyster	NaN	ruffles	solid	1
939389270	Casual	Average	4.8	free	winter	o-neck	sleevless	NaN	polyster	NaN	sashes	solid	0
859321875	Brief	Low	4.7	M	Winter	o-neck	full	natural	cotton	NaN	NaN	patchwork	0
703395323	Casual	Medium	0.0	free	Winter	bowneck	full	NaN	cashmere	knitted	NaN	solid	1
1083779666	Casual	Average	4.7	M	Winter	o-neck	short	empire	polyster	shiffon	NaN	animal	0
966030991	party	Average	0.0	M	Summer	o-neck	full	natural	cotton	NaN	NaN	patchwork	1
866405822	bohemian	Average	4.8	S	Summer	v-neck	short	natural	cotton	NaN	NaN	solid	0
941564304	Sexy	Average	4.9	free	Summer	sqare-collor	sleevless	natural	polyster	NaN	sashes	print	0
1119360745	Casual	Average	3.0	M	Spring	turndowncollor	short	empire	polyster	NaN	sashes	patchwork	0
932375745	Casual	low	4.7	L	Automn	o-neck	short	natural	polyster	shiffon	NaN	patchwork	1
789373177	Casual	Average	4.3	M	Automn	o-neck	sleevless	natural	polyster	NaN	plain	solid	0
1135456589	Casual	Average	0.0	XL	Winter	v-neck	short	empire	polyster	shiffon	pockets	solid	1
932913675	Casual	Low	5.0	free	Summer	o-neck	sleevless	natural	model	jersey	plain	solid	1
1217548862	vintage	Average	0.0	L	Summer	sqare-collor	short	empire	cotton	chiffon	NaN	dot	1
755078866	Casual	Low	4.7	free	winter	o-neck	sleevless	natural	milksilk	NaN	NaN	animal	0
1052420390	vintage	Average	5.0	M	Summer	v-neck	thressqatar	natural	polyster	NaN	NaN	print	0
924108301	Casual	Low	4.7	L	Summer	o-neck	full	natural	mix	worsted	lace	patchwork	1
675980168	bohemian	Average	4.6	M	Spring	o-neck	sleevless	natural	shiffon	shiffon	sashes	solid	0
730603782	party	Average	4.8	M	Summer	o-neck	full	NaN	cotton	NaN	NaN	solid	1
934830377	bohemian	Low	4.6	free	Summer	v-neck	sleevless	natural	cotton	broadcloth	beading	solid	0
689406468	party	very-high	4.6	free	Summer	o-neck	sleevless	empire	rayon	NaN	hollowout	solid	0
870994067	cute	Low	4.8	M	Spring	o-neck	short	natural	shiffon	shiffon	bow	dot	1
1016250560	vintage	Average	0.0	M	Spring	o-neck	halfsleeve	empire	polyster	NaN	lace	animal	0
860334943	Casual	Medium	4.9	L	Winter	o-neck	short	natural	cotton	broadcloth	sashes	solid	0
863336720	Casual	Average	4.2	free	Summer	o-neck	sleevless	natural	cotton	worsted	NaN	striped	1
835915937	Casual	Average	4.9	M	Summer	o-neck	short	dropped	cotton	NaN	ruffles	patchwork	0
944641715	bohemian	Low	5.0	XL	Spring	v-neck	thressqatar	natural	NaN	shiffon	NaN	print	1
869395176	Casual	Average	4.7	M	Summer	o-neck	sleevless	NaN	cotton	NaN	NaN	dot	0
1097435333	Casual	Average	0.0	free	Summer	bowneck	halfsleeve	NaN	cotton	NaN	NaN	NaN	0
1124120907	Casual	Average	0.0	free	Summer	o-neck	sleevless	natural	cotton	NaN	lace	floral	0
1130463523	Sexy	Medium	0.0	free	winter	o-neck	sleevless	natural	polyster	NaN	sequined	solid	0
560474456	Sexy	low	4.4	free	Automn	v-neck	sleevless	natural	cotton	worsted	lace	solid	0
907669618	Sexy	Average	0.0	free	Spring	v-neck	full	natural	cotton	wollen	lace	solid	1
710089916	Brief	Average	4.9	XL	Spring	slash-neck	full	natural	NaN	NaN	sashes	solid	0
793162246	Casual	Average	4.7	XL	Summer	v-neck	halfsleeve	natural	NaN	broadcloth	NaN	print	1
1065317917	Casual	Average	0.0	free	Automn	v-neck	full	natural	cotton	NaN	lace	solid	0
737461130	Casual	Average	4.8	M	Summer	v-neck	full	natural	NaN	shiffon	NaN	NaN	0
663993130	Casual	Medium	4.9	L	Spring	sqare-collor	sleevless	empire	NaN	NaN	NaN	print	0
933231033	party	Average	4.7	M	Spring	o-neck	halfsleeve	empire	NaN	shiffon	NaN	patchwork	0
743417270	Sexy	low	4.4	free	Summer	bowneck	sleevless	natural	viscos	NaN	bow	solid	0
798898277	bohemian	Low	4.6	free	winter	o-neck	sleevless	empire	polyster	NaN	NaN	patchwork	1
549401113	Casual	Low	4.6	free	Autumn	o-neck	full	natural	rayon	NaN	lace	solid	1
857189807	Sexy	Low	4.5	free	Summer	o-neck	sleevless	empire	cotton	NaN	sashes	solid	1
1055149353	Sexy	Low	0.0	free	winter	v-neck	NaN	dropped	cotton	NaN	lace	NaN	1
1199912555	Casual	Average	0.0	XL	Spring	bowneck	sleevless	natural	mix	NaN	lace	solid	0
1249825438	Sexy	Average	0.0	free	Autumn	o-neck	full	natural	polyster	sattin	hollowout	solid	0
967191118	Sexy	Low	4.8	free	Spring	v-neck	sleevless	natural	NaN	NaN	NaN	striped	1
871620435	Brief	Low	4.7	free	Autumn	o-neck	sleevless	natural	NaN	shiffon	sequined	solid	0
865490824	Sexy	high	5.0	M	Summer	v-neck	sleevless	natural	mix	NaN	NaN	striped	0
1079955163	Casual	Average	4.6	L	Summer	bowneck	full	dropped	cotton	NaN	NaN	patchwork	0
600514129	cute	Medium	4.9	S	Summer	bowneck	sleevless	empire	NaN	NaN	bow	patchwork	1
976975672	Novelty	Average	4.9	M	Autumn	o-neck	short	natural	polyster	chiffon	none	print	0
720087997	Casual	Low	4.3	free	Spring	o-neck	full	NaN	NaN	chiffon	sashes	none	1
699651184	Casual	Low	4.7	S	Autumn	o-neck	sleevless	natural	cotton	NaN	NaN	solid	0
605122868	Casual	Average	4.8	L	Autumn	boat-neck	sleevless	natural	NaN	NaN	sashes	solid	0
1000425584	cute	Average	4.5	L	winter	v-neck	sleevless	natural	polyster	jersey	sashes	solid	1
549159213	Casual	Average	4.4	free	Summer	o-neck	capsleeves	natural	cotton	NaN	NaN	solid	0
898316315	party	Average	0.0	M	Spring	o-neck	sleevless	NaN	NaN	chiffon	NaN	solid	1
1017484769	Sexy	Low	0.0	free	Summer	v-neck	sleevless	dropped	NaN	NaN	NaN	NaN	1
733025646	Casual	Low	4.8	L	Summer	v-neck	thressqatar	natural	cotton	NaN	NaN	print	0
909624960	work	Average	5.0	M	Summer	o-neck	sleveless	natural	NaN	NaN	NaN	solid	1
1086459983	Novelty	Average	5.0	free	Summer	o-neck	sleeveless	natural	NaN	NaN	NaN	print	0
593007494	Casual	Low	4.6	free	Spring	v-neck	sleevless	natural	silk	chiffon	draped	solid	0
660179663	Casual	Average	4.5	M	Summer	o-neck	full	natural	cotton	NaN	lace	solid	0
1097157656	Casual	Average	4.5	L	Spring	boat-neck	thressqatar	natural	NaN	dobby	lace	animal	1
751776863	Casual	Average	4.5	free	Autumn	o-neck	halfsleeve	natural	cotton	chiffon	hollowout	solid	1
1253973206	cute	Low	0.0	M	Summer	boat-neck	short	NaN	NaN	chiffon	sashes	NaN	0
828790972	party	Average	4.9	M	winter	o-neck	halfsleeve	NaN	cotton	NaN	lace	NaN	1
933413410	Casual	Average	4.8	M	Summer	o-neck	halfsleeve	NaN	NaN	NaN	NaN	NaN	0
550959163	Casual	Low	4.4	L	Summer	o-neck	sleevless	natural	cotton	chiffon	NaN	solid	0
933926000	Casual	Average	4.3	M	winter	slash-neck	sleeveless	natural	polyster	NaN	sashes	solid	0
953168456	cute	Average	4.7	L	Summer	o-neck	sleevless	natural	polyster	broadcloth	lace	solid	0
1124754999	Sexy	Average	0.0	S	Summer	v-neck	sleevless	NaN	NaN	NaN	NaN	NaN	1
832949213	Casual	Low	4.4	free	Summer	o-neck	sleevless	NaN	NaN	NaN	NaN	animal	0
801216472	cute	high	4.3	M	Spring	boat-neck	full	natural	polyster	terry	lace	solid	1
929898500	work	Average	4.8	M	winter	turndowncollor	full	natural	NaN	NaN	NaN	solid	0
850490510	Casual	Average	4.6	M	Spring	o-neck	halfsleeve	natural	polyster	NaN	lace	solid	0
1099394392	Sexy	Low	0.0	free	Summer	v-neck	sleevless	empire	cotton	NaN	NaN	solid	0
674885710	Casual	high	4.9	XL	winter	v-neck	full	empire	cotton	NaN	sequined	solid	0
1122991519	Sexy	Low	0.0	free	winter	o-neck	sleevless	natural	lycra	chiffon	hollowout	solid	0
904781800	cute	Average	5.0	M	Autumn	v-neck	sleevless	natural	cotton	NaN	NaN	solid	0
974438263	cute	Low	0.0	free	Spring	v-neck	sleevless	natural	silk	worsted	lace	patchwork	1
875608094	Casual	Low	4.4	free	Summer	o-neck	full	natural	cotton	NaN	pockets	solid	0
1061890181	Casual	Average	0.0	L	Spring	o-neck	sleevless	natural	chiffonfabric	chiffon	sequined	solid	0
1033144189	cute	Average	4.7	M	Spring	o-neck	full	natural	rayon	chiffon	beading	solid	1
860406062	Casual	Average	4.6	M	winter	v-neck	halfsleeve	natural	silk	chiffon	sashes	solid	1
692445545	Casual	Low	4.4	free	Summer	o-neck	full	natural	cotton	NaN	NaN	solid	1
974775647	Casual	Low	5.0	M	Automn	o-neck	sleevless	empire	NaN	chiffon	NaN	print	1
1109819647	Casual	Average	0.0	free	winter	o-neck	short	natural	polyster	chiffon	cascading	solid	0
1223469038	Sexy	Average	0.0	free	winter	slash-neck	sleevless	natural	cotton	broadcloth	sequined	solid	1
511503677	Casual	Low	4.4	M	Summer	o-neck	halfsleeve	empire	chiffonfabric	chiffon	bow	solid	0
1190558632	cute	Average	0.0	L	Summer	o-neck	sleevless	empire	cotton	NaN	lace	solid	1
641665398	Casual	Low	4.8	free	winter	bowneck	full	natural	polyster	chiffon	bow	solid	0
964917582	Casual	Average	5.0	L	Summer	o-neck	sleevless	natural	cotton	NaN	NaN	NaN	1
859922576	cute	Average	4.6	M	Spring	o-neck	halfsleeve	natural	acrylic	chiffon	NaN	NaN	0
817353671	bohemian	Low	4.6	free	Summer	o-neck	sleevless	natural	cotton	chiffon	none	solid	1
990559192	Brief	Average	4.7	M	winter	o-neck	halfsleeve	natural	acrylic	chiffon	NaN	striped	0
713391965	Casual	Low	4.7	M	Spring	o-neck	full	natural	polyster	NaN	NaN	solid	1
722565148	Sexy	Low	4.3	free	Summer	o-neck	full	empire	cotton	NaN	NaN	NaN	0
532874347	Casual	Average	4.7	M	Summer	v-neck	full	empire	cotton	NaN	lace	solid	1
655464934	Casual	Average	4.6	L	winter	boat-neck	sleevless	empire	silk	broadcloth	applique	print	1
919930954	Casual	Low	4.4	free	Summer	v-neck	short	empire	cotton	Corduroy	lace	solid	0
